reference_num,name,lat,lon,diameter,confidence,elevation,rho,dn_inside,dn_outside,dn_difference,continous_ejecta_rad,flow_length,dark_halo_diameter,ejecta_completeness,rim_completeness,planform,morphologic_class,central_structure_diameter,wall_terracing,wall_width,multiple_crater,floor_reflectivity,parabolic_feature,impactor_direction,multi_asteroid_grp_num,terrain,interior_flat_floor,exterior_embayment,tectionically_deformed,degradation_state,comments,wall_terracing_detail,multicrater_detail,planform_detail,morph_class_detail,floor_reflectivity_detail,parabolic_detail,terrain_detail,interior_floor_detail,exterior_embayment_detail,techtonically_deformed_detail,degradation_state_detail
190,O'Conner,-25.956,143.91,29.6,1,6052.43,2.55,105,95,10,19.2,52.5,0,0.9,1.0,c,3,9.1,t,6.2,s,d,n,nw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
191,Zhu Shuzhen,-26.491,356.528,29.5,1,6051.34,1.59,92,88,4,18.6,0.0,0,0.6,1.0,c,3,7.8,t,4.0,s,d,n,null,0,t,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,tessera and mountain belts,yes,no,no,pristine with ejecta
192,Badarzewska,-22.579,137.206,29.3,1,6053.46,1.91,116,116,0,15.4,0.0,0,0.7,1.0,c,3,7.7,t,3.7,s,i,n,ne,0,pf,y,n,y,1,null,terraced,single crater,circular,central peak,intermediate,no,null,yes,no,yes,pristine with ejecta
193,Edgeworth,32.2,22.755,29.3,1,6051.9,3.18,107,103,4,30.7,0.0,0,1.0,1.0,c,3,7.5,t,5.3,s,d,n,sw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
194,Berggolts,-63.457,52.983,29.2,1,6052.05,3.82,93,96,-3,23.6,0.0,0,0.8,1.0,c,3,10.0,t,4.4,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
195,Adivar,8.903,76.212,29.0,1,6051.76,2.55,125,69,56,27.1,0.0,70,0.9,1.0,c,3,7.1,t,5.6,s,i,y,null,0,p,y,n,n,1,wind streaks spectacular,terraced,single crater,circular,central peak,intermediate,yes,plains,yes,no,no,pristine with ejecta
196,Ferrier,15.733,111.323,29.0,1,6051.51,3.18,110,107,3,36.4,169.8,0,0.9,1.0,i,3,7.2,t,3.1,s,i,n,null,0,pf,y,n,n,2,null,terraced,single crater,irregular,central peak,intermediate,no,null,yes,no,no,no ejecta
197,Sevigne,52.625,326.483,29.0,1,6051.01,1.91,92,100,-8,26.0,0.0,0,0.7,1.0,c,3,7.2,t,3.9,s,d,n,ne,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
198,von Schuurman,-5.024,191.008,28.9,1,6053.61,1.59,148,102,46,21.5,19.4,80,0.9,1.0,c,3,8.5,t,6.5,s,i,y,ene,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,yes,plains,yes,no,no,pristine with ejecta
199,Kollwitz,25.174,133.629,28.9,1,6051.23,1.27,86,74,12,20.5,0.0,0,1.0,1.0,c,3,6.9,t,5.0,s,d,n,e,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
2,Isabella,-29.844,204.25,176.0,1,6051.74,1.91,93,81,12,162.0,403.2,0,1.0,1.0,c,6,141.1,t,0.0,s,d,n,null,10,p,y,n,n,1,radial and concentric fractures in center,terraced,single crater,circular,multi-ring,dark,no,plains,yes,no,no,pristine with ejecta
20,Stowe,-43.187,233.189,75.3,1,6051.02,2.55,144,86,58,51.7,148.0,0,1.0,1.0,c,4,16.6,t,7.2,s,b,y,null,0,p,y,n,n,1,windstreaks to west,terraced,single crater,circular,several peaks,bright,yes,plains,yes,no,no,pristine with ejecta
200,Boye,-9.64,292.27,28.6,1,6052.04,2.55,109,103,6,19.3,47.0,0,0.8,1.0,c,3,10.2,t,5.3,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
201,Nina,-55.53,238.73,28.3,1,6051.07,2.55,86,88,-2,25.2,61.2,0,1.0,1.0,i,3,5.7,t,6.3,m,d,n,nw,0,p,y,n,n,1,null,terraced,multiple floor,irregular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
202,Moses,34.615,119.877,28.1,1,6051.09,2.23,101,95,6,38.1,136.4,0,1.0,1.0,c,3,7.6,t,5.2,s,d,n,w,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
203,West,26.078,302.961,28.0,1,6052.11,1.59,119,114,5,9.1,109.3,100,0.3,1.0,c,3,4.7,t,2.8,s,i,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,null,yes,no,no,pristine with ejecta
204,de Beausoliel,-4.976,102.802,27.8,1,6054.93,2.55,163,130,33,0.0,0.0,0,0.0,1.0,c,3,4.9,t,6.1,s,i,n,null,0,t,y,y,n,2,null,terraced,single crater,circular,central peak,intermediate,no,tessera and mountain belts,yes,yes,no,no ejecta
205,Glaspell,-58.428,269.573,27.7,1,6051.21,1.59,142,94,48,17.5,27.2,0,1.0,1.0,c,3,7.2,t,5.2,s,b,y,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,bright,yes,plains,yes,no,no,pristine with ejecta
206,Sirani,-31.451,230.395,27.7,1,6051.71,1.91,92,84,8,19.9,0.0,0,1.0,1.0,c,3,6.4,t,5.4,s,d,n,ssw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
207,Andami,-17.479,26.541,27.7,1,6051.21,1.27,95,102,-7,28.6,38.9,0,1.0,1.0,c,3,8.7,t,3.5,s,d,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
208,Centlivre,19.068,290.398,27.7,1,6052.25,3.5,116,122,-6,23.1,70.1,120,0.9,1.0,c,3,10.1,t,4.7,s,d,n,nnw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
209,Efimova,80.955,223.362,27.7,1,6050.92,4.14,102,103,-1,24.4,0.0,0,0.9,1.0,c,3,8.4,t,5.0,s,d,n,sw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
21,Boulanger,-26.601,99.274,73.7,1,6052.76,1.91,151,77,74,61.8,0.0,0,0.8,1.0,c,5,33.5,t,8.2,s,b,m,w,0,t,y,n,n,1,null,terraced,single crater,circular,peak rings,bright,maybe,tessera and mountain belts,yes,no,no,pristine with ejecta
210,Trollope,-54.756,246.381,27.6,1,6051.14,2.23,91,98,-7,12.6,30.2,0,1.0,1.0,c,3,5.7,t,4.2,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
211,Deken,47.128,288.48,48.2,1,6050.42,2.55,104,110,-6,47.0,105.7,140,1.0,1.0,c,4,11.2,t,5.0,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,dark,no,plains,yes,no,no,pristine with ejecta
212,Nilsson,-75.959,277.59,27.5,1,6051.38,1.27,107,99,8,12.5,0.0,0,1.0,1.0,c,3,8.6,t,4.2,s,i,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,null,yes,no,no,pristine with ejecta
213,Wu Hou,-25.514,317.427,27.4,1,6051.3,2.23,96,104,-8,26.2,98.8,0,1.0,1.0,c,3,5.8,t,5.1,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
214,Scarpellini,-23.25,34.604,27.2,1,6051.7,2.55,98,114,-16,21.7,0.0,70,1.0,1.0,c,3,8.5,t,5.1,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
215,Huang Daopo,-54.214,165.288,27.2,2,6051.94,2.86,89,79,10,35.7,68.2,0,1.0,1.0,i,2,0.0,t,7.2,s,i,n,null,0,p,y,y,n,1,null,terraced,single crater,irregular,knobby base,intermediate,no,plains,yes,yes,no,pristine with ejecta
216,Orczy,3.7,52.3,27.0,1,6051.85,1.27,83,95,-12,16.5,0.0,110,1.0,1.0,c,3,6.5,t,4.2,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
217,Amenardes,15.06,54.332,27.0,1,6051.52,2.23,88,82,6,19.4,0.0,0,0.8,1.0,c,3,7.1,t,5.4,s,i,n,null,0,pf,y,n,n,2,null,terraced,single crater,circular,central peak,intermediate,no,null,yes,no,no,no ejecta
218,Richards,2.505,196.067,26.9,1,6055.27,1.91,138,134,4,10.0,0.0,0,0.4,0.8,c,3,6.9,t,3.8,s,i,n,null,0,p,y,y,n,2,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,yes,no,no ejecta
219,Udaltsova,-20.288,275.333,26.8,1,6052.23,3.5,124,93,31,24.4,38.4,0,0.8,1.0,c,3,6.7,t,5.4,s,i,n,e,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
22,Barsova,61.38,223.003,73.0,1,6051.47,1.91,97,102,-5,62.8,0.0,0,0.0,0.0,c,5,39.6,t,0.0,s,d,n,null,0,r,y,n,n,1,not all orbits,terraced,single crater,circular,peak rings,dark,no,ridge belt,yes,no,no,pristine with ejecta
220,Cortese,-11.349,218.386,26.8,1,6052.1,1.27,111,117,-6,22.3,50.5,0,0.9,1.0,c,3,7.6,t,3.4,s,d,n,nnw,0,p,y,n,y,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,yes,pristine with ejecta
221,Barrera,16.565,109.404,26.8,1,6051.67,3.18,105,97,8,11.5,0.0,70,1.0,1.0,c,3,6.4,t,3.7,s,d,n,null,0,p,y,n,n,1,secondaries on all sides,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
222,Kingsley,-22.614,306.399,26.7,1,6051.93,1.91,118,108,10,17.8,0.0,90,0.7,1.0,c,3,7.4,t,3.9,s,i,n,se,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
223,Klafsky,-20.734,188.109,26.6,1,6053.08,1.91,128,96,32,37.8,49.6,0,1.0,0.8,c,4,6.4,t,3.6,s,i,n,null,0,pf,y,n,y,2,scalloped rim,terraced,single crater,circular,several peaks,intermediate,no,null,yes,no,yes,no ejecta
224,Magnani,58.615,337.138,26.6,1,6053.47,3.18,130,88,42,16.6,0.0,0,0.7,1.0,c,3,6.1,t,4.7,s,b,n,null,0,t,y,n,n,1,null,terraced,single crater,circular,central peak,bright,no,tessera and mountain belts,yes,no,no,pristine with ejecta
225,Cather,47.103,107.032,26.5,1,6051.6,1.27,93,90,3,12.5,0.0,0,0.3,0.8,c,0,0.0,t,3.0,s,d,n,null,0,p,null,y,n,3,null,terraced,single crater,circular,flat floor,dark,no,plains,null,yes,no,highly degraded
226,Hansberry,-22.715,324.082,26.4,2,6052.5,1.59,105,98,7,28.6,48.4,0,1.0,1.0,i,2,0.0,u,0.0,s,d,n,w,0,pf,y,n,y,2,null,unterraced,single crater,irregular,knobby base,dark,no,null,yes,no,yes,no ejecta
227,Holiday,-46.741,12.842,26.3,1,6051.87,2.86,113,93,20,12.0,0.0,0,0.8,1.0,c,3,6.3,t,0.0,s,i,n,null,0,pf,y,n,y,2,null,terraced,single crater,circular,central peak,intermediate,no,null,yes,no,yes,no ejecta
228,Valadon,-49.039,167.661,26.2,1,6051.71,1.91,97,92,5,24.7,65.7,0,1.0,1.0,c,3,2.0,t,4.5,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
229,Guilbert,-57.978,13.665,26.1,1,6052.17,1.91,105,91,14,16.3,0.0,0,1.0,1.0,c,3,7.3,t,2.5,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
23,Wheatley,16.604,268.05,72.9,1,6051.95,1.59,99,92,7,53.6,0.0,0,1.0,1.0,c,5,40.5,t,5.4,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,peak rings,dark,no,plains,yes,no,no,pristine with ejecta
230,Lazarus,-52.854,127.194,26.1,1,6051.25,2.23,103,102,1,16.9,0.0,80,1.0,1.0,c,3,6.5,t,5.3,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
231,Taussig,-9.229,229.03,26.1,1,6051.94,1.59,123,104,19,19.0,91.1,0,1.0,1.0,c,3,6.2,t,3.2,s,d,n,null,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
232,Piret,37.796,41.727,26.1,1,6051.37,1.59,100,86,14,24.4,0.0,120,0.7,1.0,c,3,8.4,t,4.1,s,d,n,ne,0,p,y,n,y,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,yes,pristine with ejecta
233,Monika,72.3,122.4,26.1,1,6051.69,2.86,133,108,25,21.5,0.0,70,0.9,1.0,c,3,6.5,t,6.0,s,b,y,sw,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,bright,yes,null,yes,no,no,pristine with ejecta
234,Storni,-9.764,245.616,26.0,2,6051.55,1.27,115,100,15,37.3,90.6,0,1.0,1.0,i,2,0.0,t,2.7,m,i,n,wnw,0,p,y,n,n,1,null,terraced,multiple floor,irregular,knobby base,intermediate,no,plains,yes,no,no,pristine with ejecta
235,Eudocia,-59.061,201.953,25.9,1,6051.35,3.5,123,102,21,23.4,36.3,70,1.0,1.0,c,3,6.2,t,4.3,s,b,y,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,bright,yes,plains,yes,no,no,pristine with ejecta
236,Thomas,-13.019,272.54,25.9,1,6052.49,2.86,103,90,13,14.2,0.0,0,0.8,1.0,c,3,8.6,t,3.6,s,d,n,nne,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
237,Samintag,-38.988,80.739,25.8,1,6051.37,1.91,103,99,4,25.1,0.0,0,0.9,1.0,c,3,3.6,t,6.4,s,d,n,ne,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
238,Behn,-32.455,142.046,25.8,1,6052.87,1.91,106,92,14,17.4,55.9,0,1.0,1.0,c,3,7.2,t,4.3,s,d,n,null,0,p,y,n,y,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,yes,pristine with ejecta
239,Baranamtarra,17.953,267.805,25.6,1,6052.94,1.27,122,119,3,14.0,0.0,0,1.0,1.0,c,3,7.5,t,2.2,s,i,n,null,0,pf,null,y,y,2,excellent example of fractured crater,terraced,single crater,circular,central peak,intermediate,no,null,null,yes,yes,no ejecta
24,Koidula,64.239,139.621,72.5,1,6051.74,2.86,103,82,21,78.6,0.0,0,0.8,1.0,c,4,15.1,t,7.1,s,i,n,nw,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,intermediate,no,plains,yes,no,no,pristine with ejecta
240,Recamier,-12.56,58.124,25.5,1,6052.71,2.55,132,120,12,8.0,0.0,0,0.2,1.0,c,3,4.9,t,2.8,s,b,n,null,0,t,y,n,y,3,null,terraced,single crater,circular,central peak,bright,no,tessera and mountain belts,yes,no,yes,highly degraded
241,Nin,-3.923,266.441,25.5,1,6052.29,2.23,128,132,-4,11.3,47.9,0,0.4,1.0,c,3,9.3,t,3.2,s,i,n,null,0,t,y,n,n,2,null,terraced,single crater,circular,central peak,intermediate,no,tessera and mountain belts,yes,no,no,no ejecta
242,Regina,30.008,147.267,25.5,1,6051.35,1.59,109,86,23,23.1,0.0,220,1.0,1.0,c,3,6.9,t,5.8,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
243,Rand,-63.771,59.542,25.2,1,6052.05,3.18,97,95,2,19.7,0.0,0,0.8,1.0,c,3,6.1,t,4.2,s,d,n,null,0,p,y,n,n,1,noticeable layover effect,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
244,von Suttner,-10.635,234.934,25.0,1,6051.84,1.91,110,102,8,15.1,0.0,80,0.0,1.0,c,3,3.6,u,5.6,s,d,n,nw,0,c,y,n,n,1,not all orbits,unterraced,single crater,circular,central peak,dark,no,coronae,yes,no,no,pristine with ejecta
245,Bernhardt,31.574,84.491,25.0,1,6052.02,2.55,96,92,4,19.6,0.0,0,1.0,1.0,c,3,0.0,t,3.9,s,d,n,null,0,t,y,n,m,1,data gap through center,terraced,single crater,circular,central peak,dark,no,tessera and mountain belts,yes,no,maybe,pristine with ejecta
246,Kauffman,49.432,27.128,25.0,1,6053.02,1.59,100,94,6,27.2,0.0,0,0.8,1.0,c,3,5.3,t,5.4,s,d,n,se,0,pf,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,no,pristine with ejecta
247,Fredegonde,-50.5,93.3,24.9,1,6051.55,2.55,96,100,-4,19.5,0.0,160,0.9,1.0,c,3,9.1,t,2.9,s,d,n,s,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
248,Lullin,23.042,81.275,24.9,1,6051.8,2.86,100,81,19,19.1,0.0,160,1.0,1.0,c,3,7.9,t,4.4,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
249,Piscopia,1.5,190.9,24.8,1,6053.22,2.55,105,106,-1,13.1,21.0,60,0.7,1.0,c,3,8.1,t,2.7,s,d,n,nw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
25,O'Keeffe,24.506,228.804,72.4,1,6051.65,1.59,108,109,-1,68.3,166.8,0,1.0,1.0,c,0,0.0,t,9.6,s,i,n,null,0,p,y,y,n,1,null,terraced,single crater,circular,flat floor,intermediate,no,plains,yes,yes,no,pristine with ejecta
250,Horner,23.416,97.771,24.7,1,6051.36,2.86,96,81,15,23.7,0.0,0,1.0,1.0,c,3,6.9,t,4.7,s,d,n,null,0,c,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,coronae,yes,no,no,pristine with ejecta
251,Lind,50.226,355.036,24.7,1,6051.59,1.91,111,89,22,24.1,25.3,220,0.8,1.0,c,3,7.1,t,4.2,s,d,n,ssw,0,p,y,n,n,1,dark halo diffusely covers lava flow,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
252,Woolf,-37.67,27.207,24.6,1,6052.03,1.59,94,103,-9,30.4,0.0,0,0.5,1.0,i,3,3.3,t,4.2,m,d,n,w,0,pf,y,n,n,1,null,terraced,multiple floor,irregular,central peak,dark,no,null,yes,no,no,pristine with ejecta
253,Mukhina,29.533,0.548,24.5,1,6051.8,2.86,107,85,22,26.3,33.0,130,0.9,1.0,c,3,7.0,t,4.8,s,i,n,nne,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
254,Christie,28.316,72.674,24.3,1,6050.84,2.55,112,84,28,18.1,30.9,170,1.0,1.0,c,3,7.3,t,4.0,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,intermediate,no,plains,yes,no,no,pristine with ejecta
255,Birute,36.079,31.959,24.3,1,6051.23,2.23,99,91,8,23.6,26.2,0,0.6,1.0,c,3,6.8,t,4.6,s,d,n,wnw,0,pf,y,n,y,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,yes,pristine with ejecta
256,Valentina,46.386,144.093,24.3,1,6051.39,4.14,89,81,8,21.5,0.0,0,1.0,1.0,c,3,6.3,t,3.9,s,d,n,s,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
257,Galindo,-23.261,258.844,24.0,1,6051.92,0.95,122,120,2,13.3,0.0,0,0.6,1.0,c,0,0.0,u,3.8,s,i,n,null,0,ri,null,y,y,2,null,unterraced,single crater,circular,flat floor,intermediate,no,rift,null,yes,yes,no ejecta
258,Johnson,51.836,254.621,24.0,1,6051.31,2.86,90,102,-12,14.2,0.0,0,1.0,1.0,c,3,7.2,t,3.9,s,d,n,sw,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
259,Masako,-30.181,53.17,23.8,1,6051.68,2.55,102,87,15,14.0,0.0,190,1.0,1.0,c,3,7.2,t,3.8,s,d,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
26,Markham,-4.107,155.627,71.8,1,6051.97,1.91,109,92,17,80.9,332.6,190,0.8,1.0,c,4,27.3,t,5.9,s,d,n,ne,0,p,y,m,n,1,null,terraced,single crater,circular,several peaks,dark,no,plains,yes,maybe,no,pristine with ejecta
260,Stein,-30.133,345.53,14.6,1,6051.36,2.55,112,98,14,12.6,33.4,0,0.9,0.7,i,2,0.0,t,0.0,f,i,n,e,0,pf,y,n,n,1,null,terraced,crater field,irregular,knobby base,intermediate,no,null,yes,no,no,pristine with ejecta
261,Mirabeau,1.146,284.31,23.7,1,6052.06,1.59,117,114,3,14.8,0.0,60,1.0,1.0,c,3,6.5,t,4.2,s,d,n,null,5,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
262,Wang Zhenyi,13.236,217.776,23.7,1,6052.5,2.23,112,103,9,20.9,0.0,0,0.8,1.0,c,3,7.5,t,4.4,s,d,n,null,0,pf,y,n,y,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,yes,pristine with ejecta
263,Kelea,8.905,25.556,23.6,1,6051.59,2.86,106,93,13,21.5,0.0,75,0.5,0.8,i,3,5.8,t,0.0,s,i,n,sw,0,p,n,n,n,1,null,terraced,single crater,irregular,central peak,intermediate,no,plains,no,no,no,pristine with ejecta
264,Kartini,57.785,332.998,23.6,2,6052.33,3.5,97,97,0,0.0,0.0,0,0.0,0.8,e,0,0.0,t,8.9,s,i,n,null,0,t,n,y,y,3,null,terraced,single crater,null,flat floor,intermediate,no,tessera and mountain belts,no,yes,yes,highly degraded
265,Sartika,-63.375,66.93,23.5,1,6051.65,3.18,86,93,-7,87.6,0.0,0,0.8,1.0,i,2,0.0,u,3.1,m,d,n,w,0,p,y,n,n,1,highly oblique,unterraced,multiple floor,irregular,knobby base,dark,no,plains,yes,no,no,pristine with ejecta
266,Bryce,-62.5,197.0,23.5,1,6051.47,4.46,83,80,3,20.6,0.0,0,1.0,1.0,c,3,6.0,t,3.1,s,d,n,ene,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
267,Browning,28.286,4.938,23.5,1,6051.33,3.82,100,94,6,19.8,0.0,0,0.7,1.0,c,3,5.8,t,4.1,s,d,n,ne,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
268,Weil,19.357,283.124,23.4,1,6053.86,2.23,149,118,31,18.2,0.0,70,1.0,1.0,c,3,8.3,t,3.9,s,b,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,bright,no,plains,yes,no,no,pristine with ejecta
269,Hua Mulan,86.8,337.7,23.4,2,0.0,2.86,0,0,0,13.4,0.0,0,0.9,0.8,i,0,0.0,u,6.4,s,i,n,null,0,p,m,m,m,2,digital image (PIDR) not available,unterraced,single crater,irregular,flat floor,intermediate,no,plains,maybe,maybe,maybe,no ejecta
27,Boleyn,24.402,220.08,69.8,1,6052.08,1.59,139,98,41,67.8,102.6,200,1.0,1.0,c,4,34.4,t,8.3,s,i,n,null,0,p,y,n,n,1,null,terraced,single crater,circular,several peaks,intermediate,no,plains,yes,no,no,pristine with ejecta
270,Kemble,47.733,14.952,23.2,1,6051.47,2.23,106,79,27,19.3,59.0,62,0.6,0.9,c,3,4.8,t,5.5,s,d,n,ne,0,pf,y,n,y,1,null,terraced,single crater,circular,central peak,dark,no,null,yes,no,yes,pristine with ejecta
271,Martinez,-11.665,174.746,23.1,1,6052.6,0.64,118,109,9,21.4,0.0,0,1.0,1.0,e,2,0.0,u,0.0,s,i,n,null,0,ri,y,n,y,1,null,unterraced,single crater,null,knobby base,intermediate,no,rift,yes,no,yes,pristine with ejecta
272,Zija,-3.475,265.026,18.2,1,6051.97,1.91,110,94,16,17.4,74.2,0,1.0,1.0,i,3,3.8,u,3.1,f,d,n,s,0,p,y,n,n,1,null,unterraced,crater field,irregular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
273,Devorguilla,15.334,3.992,23.1,1,6051.91,2.23,97,90,7,21.3,57.0,0,0.8,1.0,i,3,5.4,t,5.1,s,d,n,se,0,p,y,n,n,1,null,terraced,single crater,irregular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
274,Rossetti,56.95,6.417,23.0,1,6054.22,2.23,114,112,2,12.7,0.0,0,0.4,1.0,c,0,0.0,t,0.0,s,i,n,null,0,pf,y,n,y,2,null,terraced,single crater,circular,flat floor,intermediate,no,null,yes,no,yes,no ejecta
275,Quimby,-5.67,76.698,22.9,1,6054.24,0.64,146,128,18,0.0,0.0,0,0.0,1.0,c,3,4.2,u,4.3,s,b,n,null,0,t,y,y,m,2,null,unterraced,single crater,circular,central peak,bright,no,tessera and mountain belts,yes,yes,maybe,no ejecta
276,Ferber,26.377,12.943,22.9,1,6051.03,2.55,120,89,31,12.5,0.0,60,0.9,1.0,c,3,6.4,t,5.3,s,i,y,null,0,p,y,n,n,1,wind streaks to wnw,terraced,single crater,circular,central peak,intermediate,yes,plains,yes,no,no,pristine with ejecta
277,Nofret,-58.76,252.162,22.9,2,6051.07,2.55,94,92,2,17.1,63.2,0,0.8,1.0,i,0,0.0,u,0.0,s,null,null,null,0,p,null,n,n,1,not all orbits,unterraced,single crater,irregular,null,null,null,plains,null,no,no,pristine with ejecta
278,Lehmann,-44.105,39.083,22.8,1,6051.5,1.27,83,91,-8,20.1,0.0,0,0.4,1.0,c,2,0.0,t,6.4,s,d,n,null,0,p,y,m,n,2,null,terraced,single crater,circular,knobby base,dark,no,plains,yes,maybe,no,no ejecta
279,de Stael,37.395,324.258,22.8,1,6051.07,1.59,118,88,30,37.9,81.2,350,1.0,1.0,i,2,0.0,t,5.5,s,i,n,nw,0,p,n,n,n,1,null,terraced,single crater,irregular,knobby base,intermediate,no,plains,no,no,no,pristine with ejecta
28,Andreianova,-2.961,68.768,69.5,1,6052.97,1.91,94,93,1,78.5,0.0,0,0.9,1.0,c,6,38.8,t,10.7,s,d,n,se,0,t,y,m,n,1,null,terraced,single crater,circular,multi-ring,dark,no,tessera and mountain belts,yes,maybe,no,pristine with ejecta
280,Akeley,8.021,244.544,22.7,1,6051.19,1.27,134,104,30,25.1,0.0,90,0.7,1.0,e,3,5.7,u,5.4,s,i,n,s,0,pf,y,n,n,1,null,unterraced,single crater,null,central peak,intermediate,no,null,yes,no,no,pristine with ejecta
281,Shih Mai-Yu,18.427,318.915,22.7,1,6051.2,1.27,109,102,7,22.9,29.3,190,1.0,1.0,c,3,5.0,t,3.6,s,d,n,n,0,p,y,n,n,1,null,terraced,single crater,circular,central peak,dark,no,plains,yes,no,no,pristine with ejecta
